,Close,High,Low,Open,Volume,Signal,EMA,MACD,Signal_Line,MACD_Hist
3098,20336.5,20339.0,20334.0,20337.5,361,0,20349.05722056692,-1.8126932429331646,2.0019232409775465,-3.814616483910711
3099,20332.25,20335.75,20332.0,20333.0,605,0,20347.52929142447,-2.8183544112034724,1.0378677105413427,-3.856222121744815
3100,20330.25,20335.0,20329.0,20332.0,451,0,20345.95844674952,-3.733691743480449,0.08355581973698434,-3.8172475632174336
3101,20337.75,20338.75,20328.5,20331.5,474,0,20345.212224317744,-3.809996585077897,-0.695154661225992,-3.1148419238519054
3102,20336.0,20338.0,20334.5,20337.25,214,0,20344.374749379767,-3.9659619557351107,-1.3493161201278159,-2.6166458356072946
3103,20340.5,20341.25,20333.0,20336.0,480,2,20344.022499436152,-3.683986540087062,-1.8162502041196653,-1.8677363359673969
3104,20339.5,20343.0,20336.25,20341.0,438,0,20343.611363123775,-3.500854957568663,-2.1531711548094647,-1.3476838027591982
3105,20337.25,20339.75,20335.25,20339.75,276,0,20343.033057385248,-3.496967193972523,-2.4219303626420765,-1.0750368313304466
3106,20341.25,20342.25,20337.75,20337.75,196,0,20342.870961259316,-3.1349814282584703,-2.5645405757653554,-0.5704408524931148
3107,20341.5,20343.0,20337.5,20341.5,566,0,20342.746328417557,-2.7957050428303774,-2.61077346917836,-0.18493157365201718
3108,20337.25,20342.75,20336.0,20341.25,485,0,20342.24666219778,-2.8370616634492762,-2.6560311080325434,-0.18103055541673285
3109,20341.0,20345.25,20332.25,20337.75,583,0,20342.13332927071,-2.537987087998772,-2.632422304025789,0.09443521602701699
3110,20351.0,20351.0,20336.5,20341.75,575,0,20342.939390246098,-1.4770256731790141,-2.401342977856434,0.92431730467742
3111,20368.0,20372.0,20349.5,20350.25,1467,0,20345.21762749645,0.727169460064033,-1.7756404902723408,2.502809950336374
3112,20358.75,20371.25,20357.5,20368.0,967,0,20346.44784317859,1.7079243996704463,-1.0789275122837836,2.78685191195423
3113,20347.25,20361.0,20346.75,20358.25,1079,0,20346.52076652599,1.5394797010740149,-0.5552460696122239,2.0947257706862388
3114,20338.25,20349.25,20338.25,20347.0,1047,0,20345.76887865999,0.6720147127052769,-0.30979391314872373,0.9818086258540006
3115,20318.5,20350.5,20316.5,20339.0,3566,0,20343.2898896909,-1.5907799615197291,-0.5659911228229249,-1.0247888386968043
3116,20299.5,20318.75,20294.25,20318.5,4213,0,20339.30899062809,-4.8611657608526,-1.42502605042886,-3.43613971042374
3117,20307.5,20308.5,20293.25,20298.5,1783,0,20336.417264207354,-6.729859298669908,-2.4859927000770696,-4.243866598592838
3118,20303.75,20321.0,20301.25,20306.75,1897,0,20333.447512915776,-8.416387178171135,-3.6720715956958827,-4.744315582475252
3119,20303.5,20313.75,20296.5,20303.75,1735,0,20330.725011741615,-9.661770705664821,-4.87001141768967,-4.791759287975151
3120,20315.75,20326.0,20301.5,20304.0,2784,0,20329.36364703783,-9.550184914318379,-5.806046117015412,-3.744138797302967
3121,20330.25,20331.75,20315.0,20315.75,4278,0,20329.444224579845,-8.197230976205901,-6.28428308885351,-1.9129478873523915
3122,20343.5,20345.5,20329.0,20330.0,2061,0,20330.722022345315,-5.986828534936649,-6.224792178070138,0.23796364313348928
3123,20334.0,20348.75,20320.75,20343.0,2285,0,20331.02002031392,-4.9446405420894735,-5.968761850874006,1.0241213087845322
3124,20356.5,20369.25,20334.25,20334.5,2182,0,20333.336382103564,-2.276890513025137,-5.230387583304232,2.953497070279095
3125,20372.75,20373.5,20355.0,20357.0,1679,0,20336.919438275967,1.1354707976424834,-3.957215907114889,5.092686704757373
3126,20374.5,20383.0,20367.25,20372.5,2335,0,20340.33585297815,3.93563455047115,-2.3786458155976815,6.314280366068831
3127,20374.0,20396.0,20364.0,20373.75,3943,0,20343.396229980135,6.04475846450805,-0.6939649595765354,6.738723424084585
3128,20385.5,20386.25,20367.5,20374.5,1252,0,20347.223845436485,8.545698756533966,1.1539677836455648,7.391730972888401
3129,20395.0,20399.25,20378.0,20386.0,1949,0,20351.567132214986,11.165572788671852,3.1562887846508225,8.00928400402103
3130,20411.75,20416.5,20392.5,20395.0,2795,0,20357.038302013625,14.427119990050414,5.410455025730741,9.016664964319673
3131,20412.25,20419.25,20404.0,20412.0,2556,0,20362.057547285112,16.857937655062415,7.699951551597076,9.157986103465339
3132,20421.75,20426.5,20405.0,20412.75,2104,0,20367.484133895556,19.328145937848603,10.025590428847382,9.302555509001222
3133,20427.75,20447.5,20419.25,20421.75,4557,0,20372.962848995958,21.521863014815608,12.324844946041027,9.19701806877458
3134,20407.0,20433.25,20403.5,20427.25,3531,0,20376.05713545087,21.340053168965824,14.127886590625987,7.212166578339836
